mk_id,entry_id,brand,model,bp_serial,gm_serial,all_serials
1,392,alfa_romeo,,BE2569,,BE2569
1,393,alfa_romeo,,BE2569,,BE2569
1,711,blaupunkt,,7643305316,BP3305,7643305316|1560592550
1,712,blaupunkt,,7649376316,BP9376,7649376316|7353017860
1,713,blaupunkt,,7643301316,BP3301,7643301316|1560534690
1,714,blaupunkt,,7643301616,BP3301,7643301616|1560534690
1,715,blaupunkt,,7645327316,BP5327,7645327316|1560534690
1,716,blaupunkt,,7645327616,BP5327,7645327616|1560534690
1,717,blaupunkt,,7646301316,BP6301,7646301316
1,718,blaupunkt,,7646304316,BP6304,7646304316|1560745540
1,719,blaupunkt,,7646304616,BP6304,7646304616|1560745540
1,720,blaupunkt,,7649378316,BP9378,7649378316|7353018230
1,721,blaupunkt,,7649378616,BP9378,7649378616|7353018230
1,722,blaupunkt,,7643392316,BP3392,7643392316|1560484100
1,723,blaupunkt,,7643392616,BP3392,7643392616|1560484100
1,724,blaupunkt,,7649379316,BP9379,7649379316|7353143100
1,725,blaupunkt,,7643302316,BP3302,7643302316|1560534700
1,726,blaupunkt,,7643395316,BP3395,7643395316|1560484110
1,727,blaupunkt,,7643395616,BP3395,7643395616|1560484110
1,728,blaupunkt,,7644392316,BP4392,7644392316|1560484100
1,729,blaupunkt,,7644392616,BP4392,7644392616|1560484100
1,730,blaupunkt,,7645328316,BP5328,7645328316|1560484100
1,731,blaupunkt,,7645335316,BP5335,7645335316|1560484120
1,732,blaupunkt,,7646300316,BP6300,7646300316|1560745560
1,733,blaupunkt,,7646306316,BP6306,7646306316|1560745550
1,734,blaupunkt,,7646306616,BP6306,7646306616|1560745550
1,737,blaupunkt,,7646358316,BP6358,7646358316|1560745600
1,738,blaupunkt,,7646684316,BP6684,7646684316
1,739,blaupunkt,,7646687316,BP6687,7646687316
1,740,blaupunkt,,7646694316,BP6694,7646694316|1560745540
1,741,blaupunkt,,7646694616,BP6694,7646694616|1560745540
1,742,blaupunkt,,7646697316,BP6697,7646697316|1560750780
1,743,blaupunkt,,7646685316,BP6685,7646685316
1,744,blaupunkt,,7646686316,BP6686,7646686316
1,745,blaupunkt,,7646688316,BP6688,7646688316
1,746,blaupunkt,,7646689316,BP6689,7646689316
1,747,blaupunkt,,7646695316,BP6695,7646695316|1560745550
1,748,blaupunkt,,7646696316,BP6696,7646696316|1560745560
1,749,blaupunkt,,7646698316,BP6698,7646698316|1560745590
1,750,blaupunkt,,7646699316,BP6699,7646699316|1560745600
1,751,blaupunkt,,7649377316,BP9377,7649377316|7353387100
1,752,blaupunkt,,7643379316,BP3379,7643379316|7353387110
1,753,blaupunkt,,7643304316,BP3304,7643304316|1560534720
1,754,blaupunkt,,7643303316,BP3303,7643303316|1560534710
1,755,blaupunkt,,7646357316,BP6357,7646357316|1560745990
1,756,blaupunkt,,7646357616,BP6357,7646357616|1560745990
1,757,blaupunkt,,7640376316,BP0376,7640376316|1560342080
1,758,blaupunkt,,7643315316,BP3315,7643315316|1560595920
1,759,blaupunkt,,7640378316,BP0378,7640378316|1560342090
1,760,blaupunkt,,7643311316,BP3311,7643311316|1560537380
1,761,blaupunkt,,7645331316,BP5331,7645331316|1560537380
1,762,blaupunkt,,7607005055,BP7005,7607005055|1560343270
1,763,blaupunkt,,7607271022,BP1022,7607271022|1560352950
1,764,blaupunkt,,7607005057,BP7005,7607005057|1560343280
1,765,blaupunkt,,7640372316,BP0372,7640372316|1560388070
1,766,blaupunkt,,7612001497,BP1491,7612001497|1560342100
1,767,blaupunkt,,7620000400,BP1022,7620000400|1560517360
1,768,blaupunkt,,7612001088,BP1491,7612001088|1560342130
1,769,blaupunkt,,7612001089,BP1491,7612001089|1560517350
1,770,blaupunkt,,7643316316,BP3316,7643316316|1560517340
1,771,blaupunkt,,7640379316,BP0379,7640379316|1560342120
1,772,blaupunkt,,7643313316,BP3313,7643313316|1560543320
1,773,blaupunkt,,7607271026,BP1026,7607271026|1560352960
1,774,blaupunkt,,7640382316,BP0382,7640382316|1560387910
1,775,blaupunkt,,7643314316,BP3314,7643314316|1560543330
1,776,blaupunkt,,7643312316,BP3312,7643312316|1560537390
1,777,blaupunkt,,7645332316,BP5332,7645332316|1560704420
1,778,blaupunkt,,7645332616,BP5332,7645332616|1560704420
1,779,blaupunkt,,7646302316,BP6302,7646302316|1560730930
1,780,blaupunkt,,7645333316,BP5333,7645333316|1560704400
1,781,blaupunkt,,7646303316,BP6303,7646303316|1560730940
1,782,blaupunkt,,7646303616,BP6303,7646303616|1560730940
1,783,blaupunkt,,7645334316,BP5334,7645334316|1560598180
1,784,blaupunkt,,7645334316,BP5334,7645334316|1560704410
1,785,blaupunkt,,7646308316,BP6308,7646308316|1560730950
1,786,blaupunkt,,7649364316,BP9364,7649364316|1560919080
1,787,blaupunkt,,7640330316,BP0330,7640330316|1560990520
1,788,blaupunkt,,7648361316,BP8361,7648361316|1560873490
1,789,blaupunkt,,7648362316,BP8362,7648362316|1560808720
1,790,blaupunkt,,7648526316,BP8526,7648526316|1560919080
1,1162,blaupunkt,ROMEO,7648528316,BP8528,7648528316|1560919100
1,1640,alfa_romeo,ROMEO,7648320316,,7648320316|1560979130
1,1641,alfa_romeo,ROMEO,7646303316,,7646303316|1560730940
1,1642,alfa_romeo,ROMEO,7648321316,,7648321316|1560979140
1,1643,alfa_romeo,ROMEO,7647302316,,7647302316|1560912490
1,1644,alfa_romeo,ROMEO,7647303316,,7647303316|1560912500
1,1645,alfa_romeo,ROMEO,7640333316,,7640333316|1560968770
1,1646,alfa_romeo,ROMEO,7649364316,,7649364316|1560919080
1,1647,alfa_romeo,ROMEO,7648526316,,7648526316|1560919080
1,1653,alfa_romeo,ROMEO,7648527316,,7648527316|1560919090
1,1967,alfa_romeo,ROMEO,902221710258,,902221710258|60600483
1,2749,alfa_romeo,ROMEO,7640335316,,7640335316|1560968790
1,2750,alfa_romeo,ROMEO,7640331316,,7640331316|1560990530
1,2751,blaupunkt,ROMEO,7648363316,BP8363,7648363316|1560873510
1,2964,blaupunkt,ROMEO,7612001475,BP1430,7612001475
1,3030,alfa_romeo,ROMEO,7640330316,,7640330316|1560990520
1,3549,blaupunkt,ROMEO,7643301316,BP3301,7643301316|7353018230
1,3550,blaupunkt,ROMEO,7649378316,BP9378,7649378316|7352932340
1,3551,alfa_romeo,ROMEO,7648528316,,7648528316|1560919100
1,3552,alfa_romeo,ROMEO,7640356316,,7640356316|1560978800
1,3553,alfa_romeo,ROMEO,7640358316,,7640358316|1560978820
1,3554,alfa_romeo,ROMEO,7649366316,,7649366316|1560919100
1,3557,blaupunkt,ROMEO,7649376316,BP9376,7649376316|7352932320
1,3558,blaupunkt,ROMEO,7648534316,BP8534,7648534316
1,3559,blaupunkt,ROMEO,7648537316,BP8537,7648537316|1560877130
1,3560,blaupunkt,ROMEO,7648536316,BP8536,7648536316|1560877160
1,3561,blaupunkt,ROMEO,7648535316,BP8535,7648535316|1560877140
1,3562,blaupunkt,ROMEO,7648538316,BP8538,7648538316|1560877150
1,3563,blaupunkt,ROMEO,7648539316,BP8539,7648539316
1,3573,alfa_romeo,ROMEO,7640334316,,7640334316|1560968780
1,3574,alfa_romeo,ROMEO,7642322316,,7642322316|1561023580
1,3590,alfa_romeo,ROMEO,7640357316,,7640357316|1560978810
1,5078,alfa_romeo,ROMEO,7642328316,,7642328316|1561024550
1,5101,alfa_romeo,ROMEO,7648538316,,7648538316|1560877150
1,5102,blaupunkt,ROMEO,7646302616,BP6302,7646302616|1560730930
1,5616,blaupunkt,ROMEO,7649365316,BP9365,7649365316|1560919090
1,5617,blaupunkt,ROMEO,7649366316,BP9366,7649366316|1560919100
1,5618,alfa_romeo,ROMEO,7640332316,,7640332316|1560990540
1,5619,alfa_romeo,ROMEO,7649365316,,7649365316|1560919090
1,5652,alfa_romeo,ROMEO,7640363316,,7640363316
1,5653,alfa_romeo,ROMEO,7640364316,,7640364316
1,5654,alfa_romeo,ROMEO,7640365316,,7640365316
1,5655,alfa_romeo,ROMEO,7640366316,,7640366316
1,5656,alfa_romeo,ROMEO,7640367316,,7640367316
1,5657,alfa_romeo,ROMEO,7640368316,,7640368316
1,5658,alfa_romeo,ROMEO,7647390316,,7647390316
1,5659,alfa_romeo,ROMEO,7648322316,,7648322316
1,5660,alfa_romeo,ROMEO,7648363316,,7648363316
1,5691,alfa_romeo,ROMEO,01561046460,,01561046460
1,5692,alfa_romeo,ROMEO,01561020960,,01561020960
1,5721,alfa_romeo,ROMEO,01561021140,,01561021140
1,5722,alfa_romeo,ROMEO,01561062040,,01561062040
1,5723,alfa_romeo,ROMEO,01561084350,,01561084350
1,5748,alfa_romeo,ROMEO,01561086970,,01561086970
1,5749,alfa_romeo,ROMEO,01561086980,,01561086980
1,5871,blaupunkt,ROMEO,7612001478,BP1430,7612001478
1,5959,alfa_romeo,ROMEO,,,
1,5960,alfa_romeo,ROMEO,,,
1,5961,alfa_romeo,ROMEO,,,
1,5962,alfa_romeo,ROMEO,,,
1,5963,alfa_romeo,ROMEO,,,
1,5964,alfa_romeo,ROMEO,,,
1,5966,alfa_romeo,ROMEO,01561084370,,01561084370
1,6013,alfa_romeo,ROMEO,01561247600,,01561247600
1,6083,alfa_romeo,ROMEO,01561062060,,01561062060
1,6084,alfa_romeo,ROMEO,01561062070,,01561062070
1,6134,alfa_romeo,ROMEO,,,
1,6168,blaupunkt,ROMEO,7648362316,BP8362,7648362316|1560873500
1,6312,alfa_romeo,ROMEO,01561046470,,01561046470
1,6316,alfa_romeo,ROMEO,7646697316,,7646697316|1560750780
1,6366,alfa_romeo,ROMEO,01561147180,,01561147180
1,6368,alfa_romeo,ROMEO,,,
1,6459,blaupunkt,ROMEO,7648361316,BP8361,7648361316|1560808710
1,7439,alfa_romeo,ROMEO,,,
1,7441,alfa_romeo,ROMEO,01561147170,,01561147170
1,7475,alfa_romeo,ROMEO,,,
1,7476,alfa_romeo,ROMEO,,,
1,9043,alfa_romeo,ROMEO,01561257950,,01561257950
1,9044,alfa_romeo,ROMEO,01561257960,,01561257960
1,9045,alfa_romeo,ROMEO,01561257980,,01561257980
1,9046,alfa_romeo,ROMEO,01561147200,,01561147200
1,9047,alfa_romeo,ROMEO,01561247610,,01561247610
1,9048,alfa_romeo,ROMEO,01561400650,,01561400650
1,9049,alfa_romeo,ROMEO,01561106320,,01561106320
1,9178,alfa_romeo,ROMEO,,,
1,9282,alfa_romeo,ROMEO,,,
1,9348,alfa_romeo,ROMEO,,,
1,9432,alfa_romeo,ROMEO,01561106330,,01561106330
1,9433,alfa_romeo,ROMEO,01561062050,,01561062050
1,9434,alfa_romeo,ROMEO,01561084380,,01561084380
1,10593,alfa_romeo,ROMEO,01561394290,,01561394290
1,10906,alfa_romeo,ROMEO,,,
1,10908,alfa_romeo,ROMEO,,,
1,10909,alfa_romeo,ROMEO,,,
1,11196,alfa_romeo,ROMEO,,,
5,711,blaupunkt,,7643305316,BP3305,7643305316|1560592550
5,712,blaupunkt,,7649376316,BP9376,7649376316|7353017860
5,713,blaupunkt,,7643301316,BP3301,7643301316|1560534690
5,714,blaupunkt,,7643301616,BP3301,7643301616|1560534690
5,715,blaupunkt,,7645327316,BP5327,7645327316|1560534690
5,716,blaupunkt,,7645327616,BP5327,7645327616|1560534690
5,717,blaupunkt,,7646301316,BP6301,7646301316
5,718,blaupunkt,,7646304316,BP6304,7646304316|1560745540
5,719,blaupunkt,,7646304616,BP6304,7646304616|1560745540
5,720,blaupunkt,,7649378316,BP9378,7649378316|7353018230
5,721,blaupunkt,,7649378616,BP9378,7649378616|7353018230
5,722,blaupunkt,,7643392316,BP3392,7643392316|1560484100
5,723,blaupunkt,,7643392616,BP3392,7643392616|1560484100
5,724,blaupunkt,,7649379316,BP9379,7649379316|7353143100
5,725,blaupunkt,,7643302316,BP3302,7643302316|1560534700
5,726,blaupunkt,,7643395316,BP3395,7643395316|1560484110
5,727,blaupunkt,,7643395616,BP3395,7643395616|1560484110
5,728,blaupunkt,,7644392316,BP4392,7644392316|1560484100
5,729,blaupunkt,,7644392616,BP4392,7644392616|1560484100
5,730,blaupunkt,,7645328316,BP5328,7645328316|1560484100
5,731,blaupunkt,,7645335316,BP5335,7645335316|1560484120
5,732,blaupunkt,,7646300316,BP6300,7646300316|1560745560
5,733,blaupunkt,,7646306316,BP6306,7646306316|1560745550
5,734,blaupunkt,,7646306616,BP6306,7646306616|1560745550
5,737,blaupunkt,,7646358316,BP6358,7646358316|1560745600
5,738,blaupunkt,,7646684316,BP6684,7646684316
5,739,blaupunkt,,7646687316,BP6687,7646687316
5,740,blaupunkt,,7646694316,BP6694,7646694316|1560745540
5,741,blaupunkt,,7646694616,BP6694,7646694616|1560745540
5,742,blaupunkt,,7646697316,BP6697,7646697316|1560750780
5,743,blaupunkt,,7646685316,BP6685,7646685316
5,744,blaupunkt,,7646686316,BP6686,7646686316
5,745,blaupunkt,,7646688316,BP6688,7646688316
5,746,blaupunkt,,7646689316,BP6689,7646689316
5,747,blaupunkt,,7646695316,BP6695,7646695316|1560745550
5,748,blaupunkt,,7646696316,BP6696,7646696316|1560745560
5,749,blaupunkt,,7646698316,BP6698,7646698316|1560745590
5,750,blaupunkt,,7646699316,BP6699,7646699316|1560745600
5,751,blaupunkt,,7649377316,BP9377,7649377316|7353387100
5,752,blaupunkt,,7643379316,BP3379,7643379316|7353387110
5,753,blaupunkt,,7643304316,BP3304,7643304316|1560534720
5,754,blaupunkt,,7643303316,BP3303,7643303316|1560534710
5,755,blaupunkt,,7646357316,BP6357,7646357316|1560745990
5,756,blaupunkt,,7646357616,BP6357,7646357616|1560745990
5,757,blaupunkt,,7640376316,BP0376,7640376316|1560342080
5,758,blaupunkt,,7643315316,BP3315,7643315316|1560595920
5,759,blaupunkt,,7640378316,BP0378,7640378316|1560342090
5,760,blaupunkt,,7643311316,BP3311,7643311316|1560537380
5,761,blaupunkt,,7645331316,BP5331,7645331316|1560537380
5,762,blaupunkt,,7607005055,BP7005,7607005055|1560343270
5,763,blaupunkt,,7607271022,BP1022,7607271022|1560352950
5,764,blaupunkt,,7607005057,BP7005,7607005057|1560343280
5,765,blaupunkt,,7640372316,BP0372,7640372316|1560388070
5,766,blaupunkt,,7612001497,BP1491,7612001497|1560342100
5,767,blaupunkt,,7620000400,BP1022,7620000400|1560517360
5,768,blaupunkt,,7612001088,BP1491,7612001088|1560342130
5,769,blaupunkt,,7612001089,BP1491,7612001089|1560517350
5,770,blaupunkt,,7643316316,BP3316,7643316316|1560517340
5,771,blaupunkt,,7640379316,BP0379,7640379316|1560342120
5,772,blaupunkt,,7643313316,BP3313,7643313316|1560543320
5,773,blaupunkt,,7607271026,BP1026,7607271026|1560352960
5,774,blaupunkt,,7640382316,BP0382,7640382316|1560387910
5,775,blaupunkt,,7643314316,BP3314,7643314316|1560543330
5,776,blaupunkt,,7643312316,BP3312,7643312316|1560537390
5,777,blaupunkt,,7645332316,BP5332,7645332316|1560704420
5,778,blaupunkt,,7645332616,BP5332,7645332616|1560704420
5,779,blaupunkt,,7646302316,BP6302,7646302316|1560730930
5,780,blaupunkt,,7645333316,BP5333,7645333316|1560704400
5,781,blaupunkt,,7646303316,BP6303,7646303316|1560730940
5,782,blaupunkt,,7646303616,BP6303,7646303616|1560730940
5,783,blaupunkt,,7645334316,BP5334,7645334316|1560598180
5,784,blaupunkt,,7645334316,BP5334,7645334316|1560704410
5,785,blaupunkt,,7646308316,BP6308,7646308316|1560730950
5,786,blaupunkt,,7649364316,BP9364,7649364316|1560919080
5,787,blaupunkt,,7640330316,BP0330,7640330316|1560990520
5,788,blaupunkt,,7648361316,BP8361,7648361316|1560873490
5,789,blaupunkt,,7648362316,BP8362,7648362316|1560808720
5,790,blaupunkt,,7648526316,BP8526,7648526316|1560919080
5,791,blaupunkt,,92057960,BP8382,92057960
5,792,blaupunkt,,92057948,BP8390,92057948
5,793,blaupunkt,,92057948,BP8392,92057948
5,794,blaupunkt,,7642385510,BP2385,7642385510
5,795,blaupunkt,,7642391510,BP2391,7642391510
5,796,blaupunkt,,92057951,BP8385,92057951
5,797,blaupunkt,,92057951,BP8389,92057951
5,798,blaupunkt,,92057951,BP8391,92057951
5,799,blaupunkt,,92057951,BP8393,92057951
5,800,blaupunkt,,92105541,BP0485,92105541
5,801,blaupunkt,,7642485510,BP2485,7642485510
5,802,blaupunkt,,7642757013,BP2757,7642757013
5,803,blaupunkt,,7642758013,BP2758,7642758013
5,804,blaupunkt,,7645556310,BP5556,7645556310
5,805,blaupunkt,,7645556510,BP5556,7645556510
5,806,blaupunkt,,7645521510,BP5521,7645521510
5,807,blaupunkt,,7645521520,BP5521,7645521520
5,808,blaupunkt,,7645520310,BP5520,7645520310
5,809,blaupunkt,,7645520510,BP5520,7645520510
5,810,blaupunkt,,7645520513,BP5520,7645520513
5,811,blaupunkt,,7645501510,BP5501,7645501510
5,812,blaupunkt,,7645500510,BP5500,7645500510
5,813,blaupunkt,,7645500513,BP5500,7645500513
5,814,blaupunkt,,7645511310,BP5511,7645511310
5,815,blaupunkt,,7645511510,BP5511,7645511510
5,816,blaupunkt,,7645510510,BP5510,7645510510
5,817,blaupunkt,,7645510513,BP5510,7645510513
5,818,blaupunkt,,7642470010,BP2470,7642470010
5,819,blaupunkt,,7648954310,BP8954,7648954310
5,820,blaupunkt,,7648954319,BP8954,7648954319
5,821,blaupunkt,,7640165310,BP0165,7640165310
5,822,blaupunkt,,7641173310,BP1173,7641173310
5,823,blaupunkt,,7612303001,BP2001,7612303001
5,824,blaupunkt,,7612303002,BP2001,7612303002
5,825,blaupunkt,,7612303003,BP2001,7612303003
5,826,blaupunkt,,7612303004,BP2001,7612303004
5,827,blaupunkt,,7647980010,BP7980,7647980010
5,828,blaupunkt,,7643754010,BP3754,7643754010
5,829,blaupunkt,,7643754013,BP3754,7643754013
5,830,blaupunkt,,7643759010,BP3759,7643759010
5,831,blaupunkt,,7649980010,BP9980,7649980010
5,832,blaupunkt,,7649980017,BP9980,7649980017
5,833,blaupunkt,,7649980310,BP9980,7649980310
5,834,blaupunkt,,7640903310,BP0903,7640903310
5,835,blaupunkt,,7640903319,BP0903,7640903319
5,836,blaupunkt,,7647741010,BP7741,7647741010
5,837,blaupunkt,,7647741012,BP7741,7647741012
5,838,blaupunkt,,7648629310,BP8629,7648629310
5,839,blaupunkt,,7640115510,BP0115,7640115510
5,840,blaupunkt,,7643759010,BP3759,7643759010
5,841,blaupunkt,,7647764310,BP7764,7647764310
5,843,blaupunkt,,7640210510,BP0210,7640210510
5,844,blaupunkt,,7646708010,BP6708,7646708010
5,845,blaupunkt,,7640125510,BP0125,7640125510
5,846,blaupunkt,,7640750010,BP0750,7640750010
5,847,blaupunkt,,7642750010,BP2750,7642750010
5,848,blaupunkt,,7642750013,BP2750,7642750013
5,849,blaupunkt,,7642750033,BP2750,7642750033
5,850,blaupunkt,,7644750364,BP4750,7644750364
5,851,blaupunkt,,7645600510,BP5600,7645600510
5,852,blaupunkt,,7641806310,BP1806,7641806310
5,853,blaupunkt,,7646860010,BP6860,7646860010
5,854,blaupunkt,,7607005032,BP5032,7607005032
5,855,blaupunkt,,7641760512,BP1760,7641760512
5,856,blaupunkt,,7645760010,BP5760,7645760010
5,857,blaupunkt,,7641380010,BP1380,7641380010
5,858,blaupunkt,,7643380010,BP3380,7643380010
5,859,blaupunkt,,7643380013,BP3380,7643380013
5,860,blaupunkt,,7645780010,BP5780,7645780010
5,861,blaupunkt,,7646782010,BP6782,7646782010
5,862,blaupunkt,,7640410510,BP0410,7640410510
5,863,blaupunkt,,7648613310,BP8613,7648613310
5,864,blaupunkt,,7607005030,BP5030,7607005030
5,865,blaupunkt,,7607005064,BP5064,7607005064
5,866,blaupunkt,,7607005031,BP5031,7607005031
5,867,blaupunkt,,7607005065,BP5065,7607005065
5,868,blaupunkt,,7644390010,BP4390,7644390010
5,869,blaupunkt,,7640405510,BP0405,7640405510
5,870,blaupunkt,,7640460310,BP0460,7640460310
5,871,blaupunkt,,7640824310,BP0824,7640824310
5,872,blaupunkt,,7649440310,BP9440,7649440310
5,873,blaupunkt,,7649441310,BP9441,7649441310
5,874,blaupunkt,,7640808310,BP0808,7640808310
5,875,blaupunkt,,7640120510,BP0120,7640120510
5,876,blaupunkt,,7640205510,BP0205,7640205510
5,877,blaupunkt,,7643773010,BP3773,7643773010
5,878,blaupunkt,,7641171310,BP1171,7641171310
5,879,blaupunkt,,7641771010,BP1771,7641771010
5,880,blaupunkt,,7642753010,BP2753,7642753010
5,881,blaupunkt,,7642753013,BP2753,7642753013
5,882,blaupunkt,,7642753510,BP2753,7642753510
5,883,blaupunkt,,7646712010,BP6712,7646712010
5,884,blaupunkt,,7640750095,BP0750,7640750095
5,885,blaupunkt,,7640751095,BP0751,7640751095
5,886,blaupunkt,,7641760095,BP1760,7641760095
5,887,blaupunkt,,7641761095,BP1761,7641761095
5,888,blaupunkt,,7641772095,BP1772,7641772095
5,889,blaupunkt,,7640805310,BP0805,7640805310
5,890,blaupunkt,,7648621310,BP8621,7648621310
5,891,blaupunkt,,7645720010,BP5720,7645720010
5,892,blaupunkt,,7647765010,BP7765,7647765010
5,893,blaupunkt,,7640810310,BP0810,7640810310
5,894,blaupunkt,,7640833310,BP0833,7640833310
5,895,blaupunkt,,7640915310,BP0915,7640915310
5,896,blaupunkt,,7643788010,BP3788,7643788010
5,897,blaupunkt,,7644788010,BP4788,7644788010
5,898,blaupunkt,,7641855920,BP1855,7641855920
5,899,blaupunkt,,7641855921,BP1855,7641855921
5,900,blaupunkt,,7607769064,BP9064,7607769064
5,901,blaupunkt,,7607769071,BP9071,7607769071
5,902,blaupunkt,,7607769664,BP9664,7607769664
5,903,blaupunkt,,7607769671,BP9671,7607769671
5,904,blaupunkt,,7607769060,BP9060,7607769060
5,905,blaupunkt,,7607769062,BP9062,7607769062
5,906,blaupunkt,,7607769069,BP9069,7607769069|9663723077
5,907,blaupunkt,,7607769660,BP9660,7607769660
5,908,blaupunkt,,7607769662,BP9662,7607769662
5,909,blaupunkt,,7607769669,BP9669,7607769669
5,910,blaupunkt,,7607769068,BP9068,7607769068|9663912577
5,911,blaupunkt,,7607769072,BP9063,7607769072|9663912577
5,912,blaupunkt,,7607769668,BP9668,7607769668
5,913,blaupunkt,,7607769672,BP9672,7607769672
5,914,blaupunkt,,7607769050,BP9050,7607769050|96469053XT
5,915,blaupunkt,,7607769052,BP9052,7607769052|9663722977
5,916,blaupunkt,,7607769055,BP9055,7607769055
5,917,blaupunkt,,7607769100,BP9100,7607769100
5,918,blaupunkt,,7607769150,BP9150,7607769150|735273184
5,919,blaupunkt,,7607769652,BP9652,7607769652
5,920,blaupunkt,,7607769655,BP9655,7607769655
5,921,blaupunkt,,7607769750,BP9750,7607769750
5,922,blaupunkt,,7648913310,BP8913,7648913310
5,923,blaupunkt,,7648913319,BP8913,7648913319
5,924,blaupunkt,,7640155310,BP0155,7640155310
5,925,blaupunkt,,7642792510,BP2792,7642792510
5,926,blaupunkt,,7642791510,BP2791,7642791510
5,927,blaupunkt,,7643792310,BP3792,7643792310
5,928,blaupunkt,,7643792510,BP3792,7643792510
5,929,blaupunkt,,7644381013,BP4381,7644381013
5,930,blaupunkt,,7644381310,BP4381,7644381310
5,931,blaupunkt,,7644391010,BP4391,7644391010
5,932,blaupunkt,,7644932019,BP4932,7644932019
5,934,blaupunkt,,7645938019,BP5938,7645938019
5,935,blaupunkt,,7640160310,BP0160,7640160310
5,936,blaupunkt,,7640815310,BP0815,7640815310
5,937,blaupunkt,,7648658010,BP8658,7648658010
5,938,blaupunkt,,7641880310,BP1880,7641880310
5,939,blaupunkt,,7641888310,BP1888,7641888310
5,940,blaupunkt,,7641804310,BP1804,7641804310
5,941,blaupunkt,,7642804310,BP2804,7642804310
5,942,blaupunkt,,7640105510,BP0105,7640105510
5,943,blaupunkt,,7640751010,BP0751,7640751010
5,944,blaupunkt,,7642751010,BP2751,7642751010
5,945,blaupunkt,,7645610510,BP5610,7645610510
5,946,blaupunkt,,7640751010,BP0751,7640751010
5,947,blaupunkt,,7646752010,BP6752,7646752010
5,948,blaupunkt,,7646752310,BP6752,7646752310
5,949,blaupunkt,,7640110510,BP0110,7640110510
5,950,blaupunkt,,7646426515,BP6426,7646426515
5,951,blaupunkt,,7646773010,BP6773,7646773010
5,952,blaupunkt,,7640800310,BP0800,7640800310
5,953,blaupunkt,,7646765010,BP6765,7646765010
5,954,blaupunkt,,7646784010,BP6784,7646784010
5,955,blaupunkt,,7643381013,BP3381,7643381013
5,956,blaupunkt,,7643391010,BP3391,7643391010
5,957,blaupunkt,,7640802310,BP0802,7640802310
5,958,blaupunkt,,7646762010,BP6762,7646762010
5,959,blaupunkt,,7645751010,BP5751,7645751010
5,960,blaupunkt,,7640315510,BP0315,7640315510
5,961,blaupunkt,,7640900310,BP0900,7640900310
5,962,blaupunkt,,7640900319,BP0900,7640900319
5,963,blaupunkt,,7640260310,BP0260,7640260310
5,964,blaupunkt,,7640260312,BP0260,7640260312
5,965,blaupunkt,,7640260315,BP0260,7640260315
5,966,blaupunkt,,7640260318,BP0260,7640260318
5,967,blaupunkt,,7647828010,BP7828,7647828010
5,968,blaupunkt,,7649990010,BP9990,7649990010
5,969,blaupunkt,,7649990110,BP9990,7649990110
5,970,blaupunkt,,7649990210,BP9990,7649990210
5,971,blaupunkt,,7649990410,BP9990,7649990410
5,972,blaupunkt,,7649610310,BP9610,7649610310
5,973,blaupunkt,,7645770010,BP5770,7645770010
5,974,blaupunkt,,7640121510,BP0121,7640121510
5,975,blaupunkt,,7640894310,BP0894,7640894310
5,976,blaupunkt,,7643783013,BP3783,7643783013
5,977,blaupunkt,,7643784010,BP3784,7643784010
5,978,blaupunkt,,7649656310,BP9656,7649656310
5,979,blaupunkt,,7649655310,BP9655,7649655310
5,980,blaupunkt,,7649960013,BP9960,7649960013
5,981,blaupunkt,,7645660310,BP5660,7645660310
5,982,blaupunkt,,7645524510,BP5524,7645524510
5,983,blaupunkt,,7645935519,BP5935,7645935519
5,984,blaupunkt,,7640825310,BP0825,7640825310
5,985,blaupunkt,,7640840310,BP0840,7640840310
5,986,blaupunkt,,7640320019,BP0320,7640320019
5,987,blaupunkt,,7640320510,BP0320,7640320510
5,988,blaupunkt,,7641910310,BP1910,7641910310
5,989,blaupunkt,,7641910319,BP1910,7641910319
5,990,blaupunkt,,7640811310,BP0811,7640811310
5,991,blaupunkt,,7646806010,BP6806,7646806010
5,992,blaupunkt,,7643787010,BP3787,7643787010
5,993,blaupunkt,,7644787010,BP4787,7644787010
5,994,blaupunkt,,7640240310,BP0240,7640240310
5,995,blaupunkt,,7648605310,BP8605,7648605310
5,996,blaupunkt,,7641775010,BP1775,7641775010
5,997,blaupunkt,,7641774010,BP1774,7641774010
5,998,blaupunkt,,7643774010,BP3774,7643774010
5,999,blaupunkt,,7643775010,BP3775,7643775010
5,1000,blaupunkt,PASADENA,7641870310,BP1870,7641870310
5,1001,blaupunkt,PASADENA,7641877310,BP1877,7641877310
5,1002,blaupunkt,PASADENA,7645937019,BP5937,7645937019
5,1003,blaupunkt,PHOENIX,7640806310,BP0806,7640806310
5,1004,blaupunkt,PORTO,7647752310,BP7752,7647752310
5,1005,blaupunkt,RHODOS,7646611010,BP6611,7646611010
5,1006,blaupunkt,ROTTERDAM,7607005033,BP5033,7607005033
5,1007,blaupunkt,SAINT,7648764310,BP8764,7648764310
5,1008,blaupunkt,SAN,7646764310,BP6764,7646764310
5,1009,blaupunkt,SAN,7640820310,BP0820,7640820310
5,1010,blaupunkt,SAN,7640837310,BP0837,7640837310
5,1011,blaupunkt,SAN,7641808310,BP1808,7641808310
5,1012,blaupunkt,SAN,7642808310,BP2808,7642808310
